Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S30167940,Gadwall,Anas strepera,377,3,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,06-10-2016,04:19 PM,eBird - Traveling Count,60,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65"
S25505711,Harlequin Duck,Histrionicus histrionicus,526,3,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S25505711,Surf Scoter,Melanitta perspicillata,530,20,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S30169128,Common Merganser,Mergus merganser,555,1,US-OR,Deschutes,Devil's Lake,44.0346655,-121.7622042,03-30-2016,05:00 PM,eBird - Stationary Count,60,1,,,2
S30169147,Common Merganser,Mergus merganser,555,6,US-OR,Deschutes,Smith Rock SP,44.3669375,-121.1371851,05-29-2016,01:00 PM,eBird - Traveling Count,240,1,8.047,,2
S30097148,Common Merganser,Mergus merganser,555,6,US-WA,King,US-WA-Renton-Cedar River Park - 47.4656x-122.1338,47.465567,-122.133835,06-05-2016,03:58 PM,eBird - Stationary Count,120,1,,,2,,,"Cesar river park along the cedar river  <br />Submitted from eBird for iOS, version 1.2.1 Build 65"
S30838701,Common Merganser,Mergus merganser,555,3,US-WA,Kittitas,US-WA-Cle Elum-Spectacle Lake - 47.4613x-121.2811,47.46131,-121.28106,07-24-2016,10:30 AM,eBird - Traveling Count,60,0,8.047,,2,,,"<br />Submitted from eBird for iOS, version 1.2.2 Build 70"
S30935613,Ruffed Grouse,Bonasa umbellus,1443,3,US-WA,Chelan,US-WA-Leavenworth-Wenatchee National Forest - 47.5201x-120.8651,47.520105,-120.865144,07-31-2016,11:30 AM,eBird - Traveling Count,60,0,16.093,,4,,,"<br />Submitted from eBird for iOS, version 1.2.4 Build 72"
S30665718,Wild Turkey,Meleagris gallopavo,1553,8,US-MT,Lake,Flathead Lake,47.9088353,-114.116397,07-02-2016,09:00 AM,eBird - Traveling Count,480,0,64.374,,2
S25505711,Common Loon,Gavia immer,1567,5,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S30167940,Pied-billed Grebe,Podilymbus podiceps,1601,2,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,06-10-2016,04:19 PM,eBird - Traveling Count,60,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65"
S25505711,Western Grebe,Aechmophorus occidentalis,1633,2,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S25505775,Western Grebe,Aechmophorus occidentalis,1633,2,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,10-16-2015,03:30 PM,eBird - Stationary Count,60,1,,,2
S25505711,Double-crested Cormorant,Phalacrocorax auritus,1988,3,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S25505775,Double-crested Cormorant,Phalacrocorax auritus,1988,4,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,10-16-2015,03:30 PM,eBird - Stationary Count,60,1,,,2
S25505711,Great Blue Heron,Ardea herodias,2118,1,US-WA,Clallam,Ediz Hook,48.14035,-123.44711,10-18-2015,04:30 PM,eBird - Stationary Count,60,0,,,2
S30167940,Great Blue Heron,Ardea herodias,2118,1,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,06-10-2016,04:19 PM,eBird - Traveling Count,60,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65"
S30169147,Turkey Vulture,Cathartes aura,2362,12,US-OR,Deschutes,Smith Rock SP,44.3669375,-121.1371851,05-29-2016,01:00 PM,eBird - Traveling Count,240,1,8.047,,2
S30665718,Turkey Vulture,Cathartes aura,2362,2,US-MT,Lake,Flathead Lake,47.9088353,-114.116397,07-02-2016,09:00 AM,eBird - Traveling Count,480,0,64.374,,2
S30665733,Osprey,Pandion haliaetus,2376,1,US-MT,Glacier,Glacier NP--Two Medicine,48.4870534,-113.3675571,07-05-2016,09:00 AM,eBird - Traveling Count,480,0,32.187,,2
S30176926,Osprey,Pandion haliaetus,2376,1,US-WA,King,Elliot Bay,47.6345112,-122.4391079,05-22-2016,03:00 PM,eBird - Stationary Count,180,1,,,6
S30097148,Osprey,Pandion haliaetus,2376,1,US-WA,King,US-WA-Renton-Cedar River Park - 47.4656x-122.1338,47.465567,-122.133835,06-05-2016,03:58 PM,eBird - Stationary Count,120,1,,,2,,,"Cesar river park along the cedar river  <br />Submitted from eBird for iOS, version 1.2.1 Build 65"
S30167940,Osprey,Pandion haliaetus,2376,1,US-WA,King,Union Bay Natural Area (Montlake Fill),47.65424,-122.29137,06-10-2016,04:19 PM,eBird - Traveling Count,60,1,1.207,,1,,,"<br />Submitted from eBird for iOS, version 1.2.1 Build 65"
